Ghana,Measles,2282.00,395.00,52.00,88.00,1274.00,34.00,19.00,32.00,23.00,124.00,319.00,1613.00,120.00,641.00,101.00,82.00,6.00,420.00,435.00,60.00,1939.00,12289.00,13476.00,23068.00,15987.00,23335.00,37261.00,34273.00,40276.00,34821.00,34641.00,39933.00,17135.00,32246.00,19997.00,40456.00,24781.00,11099.00,64517.00,40179.00,36561.00,79636.00,38476.00,82684.00
Greece,Measles,0.00,0.00,0.00,3.00,45.00,2291.00,968.00,0.00,1.00,1.00,3.00,3.00,40.00,149.00,2.00,1.00,2.00,,122.00,1.00,,5.00,12.00,56.00,69.00,66.00,136.00,6082.00,112.00,163.00,503.00,3448.00,1371.00,245.00,534.00,5100.00,1891.00,1050.00,1484.00,1200.00,23723.00,3417.00,1389.00,13464.00
Grenada,Measles,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,2.00,6.00,2.00,4.00,6.00,20.00,7.00,11.00,268.00,1713.00,9.00,53.00
Guam,Measles,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,0.00,2.00,7.00,,0.00,0.00,1.00,0.00,0.00,0.00,0.00,228.00,25.00,4.00,62.00,1.00,3.00,2.00,2.00,6.00,12.00,104.00,3.00,9.00,6.00,7.00
Guatemala,Measles,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,8.00,1.00,23.00,204.00,17.00,97.00,209.00,8802.00,2413.00,182.00,400.00,1650.00,2272.00,3072.00,2762.00,3992.00,3472.00,2703.00
Guinea,Measles,94.00,417.00,505.00,506.00,4555.00,482.00,2036.00,316.00,243.00,175.00,53.00,6.00,11.00,45.00,264.00,89.00,3.00,4.00,99.00,10.00,2497.00,2151.00,7408.00,11294.00,18004.00,9170.00,10170.00,10292.00,1085.00,2372.00,5228.00,1617.00,6708.00,12756.00,4152.00,3353.00,7357.00,2592.00,2969.00,4396.00,8856.00,15038.00,11397.00,8552.00
Guinea-Bissau,Measles,5.00,213.00,,22.00,60.00,28.00,11.00,0.00,153.00,1.00,0.00,0.00,0.00,26.00,0.00,12.00,1.00,0.00,0.00,3526.00,1158.00,298.00,126.00,,472.00,,498.00,73.00,528.00,378.00,1707.00,842.00,2396.00,259.00,106.00,1103.00,174.00,2241.00,1328.00,355.00,3218.00,1613.00,2096.00,1332.00
Guyana,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,11.00,917.00,22.00,15.00,87.00,294.00,20.00,41.00,7.00,464.00
Haiti,Measles,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00,992.00,0.00,3.00,0.00,1.00,,,,,,1414.00,580.00,235.00,3130.00,269.00,2111.00,1681.00,869.00,1064.00,2502.00,507.00
Honduras,Measles,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,3.00,13.00,58.00,95.00,8360.00,6353.00,1155.00,1437.00,603.00,6476.00,5028.00,1168.00,2446.00,5857.00,4188.00
Hungary,Measles,1.00,0.00,0.00,0.00,23.00,14.00,36.00,0.00,0.00,0.00,1.00,2.00,5.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,20.00,1.00,1.00,23.00,24.00,12.00,4.00,11.00,33.00,14.00,16.00,29.00,,1103.00,30.00,17.00,20.00,98.00,124.00,2521.00,10573.00,1198.00
Iceland,Measles,0.00,0.00,0.00,0.00,9.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,1.00,1.00,2.00,7.00,8.00,8.00,10.00,14.00,23.00,11.00,14.00,132.00,374.00,162.00,39.00,14.00,24.00,13.00
India,Measles,65150.00,40967.00,5700.00,5604.00,10430.00,19474.00,12032.00,17250.00,30168.00,26530.00,8285.00,3305.00,33634.00,31458.00,56188.00,44258.00,41144.00,64185.00,36711.00,55443.00,47147.00,40044.00,51780.00,38835.00,21013.00,33990.00,61004.00,47072.00,37494.00,50518.00,50391.00,71798.00,77859.00,89612.00,165771.00,161379.00,252940.00,155076.00,161216.00,190881.00,129639.00,146196.00,202054.00,114036.00
Indonesia,Measles,18063.00,7704.00,394.00,524.00,1965.00,5300.00,9035.00,6962.00,15099.00,12943.00,8419.00,15489.00,21893.00,18869.00,20818.00,15369.00,19456.00,20422.00,15853.00,29171.00,24457.00,14492.00,3825.00,3344.00,4767.00,1034.00,15313.00,35383.00,37693.00,48147.00,63751.00,80580.00,90358.00,92105.00,229666.00,76446.00,395.00,1136.00,9458.00,18947.00,4670.00,25152.00,33106.00,28935.00
Iran (Islamic Republic of),Measles,648.00,230.00,103.00,4.00,20.00,203.00,51.00,82.00,615.00,99.00,189.00,332.00,73.00,538.00,262.00,127.00,133.00,220.00,7.00,3.00,11644.00,9554.00,9582.00,11874.00,4137.00,2869.00,3901.00,2329.00,263.00,506.00,4616.00,5028.00,6034.00,5341.00,5895.00,11559.00,19383.00,14904.00,20582.00,32909.00,43623.00,47719.00,35858.00,31130.00
Iraq,Measles,12331.00,12.00,197.00,,3799.00,489.00,41.00,37.00,1433.00,1317.00,669.00,15.00,15.00,492.00,30328.00,5494.00,230.00,474.00,908.00,9081.00,,,4088.00,726.00,9920.00,43735.00,708.00,256.00,7650.00,10657.00,16339.00,20106.00,11358.00,3045.00,11617.00,9284.00,7978.00,10122.00,22186.00,38148.00,37903.00,31564.00,64294.00,26542.00
Ireland,Measles,4.00,2.00,0.00,15.00,65.00,76.00,25.00,43.00,4.00,33.00,51.00,107.00,285.00,443.00,164.00,57.00,64.00,87.00,95.00,334.00,584.00,243.00,241.00,,147.00,204.00,185.00,228.00,235.00,1233.00,4328.00,179.00,135.00,556.00,1248.00,936.00,201.00,451.00,9903.00,5725.00,6180.00,1897.00,1075.00,1106.00
Israel,Measles,,0.00,0.00,6.00,1139.00,3177.00,42.00,8.00,80.00,6.00,50.00,211.00,70.00,23.00,5.00,931.00,539.00,9.00,2.00,116.00,124.00,2.00,19.00,36.00,14.00,8.00,12.00,19.00,22.00,1555.00,141.00,66.00,991.00,230.00,29.00,194.00,438.00,1951.00,3005.00,137.00,129.00,7864.00,228.00,215.00
Italy,Measles,,15.00,9.00,103.00,1623.00,2682.00,4042.00,,159.00,,,376.00,5189.00,372.00,351.00,1617.00,321.00,439.00,135.00,599.00,10982.00,9385.00,,1457.00,2908.00,4072.00,41254.00,32596.00,37131.00,6158.00,16890.00,65013.00,23458.00,5223.00,29214.00,92188.00,20627.00,21306.00,75040.00,77149.00,26371.00,18423.00,71239.00,27452.00
Jamaica,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,15.00,0.00,0.00,0.00,308.00,3651.00,5726.00,30.00,37.00,30.00,67.00,236.00,1164.00,2815.00,5266.00,36.00
Japan,Measles,,,6.00,12.00,742.00,279.00,187.00,165.00,35.00,462.00,229.00,228.00,434.00,450.00,741.00,11015.00,,520.00,,8752.00,8286.00,33812.00,22552.00,22497.00,,899.00,,1640.00,,,2002.00,,5452.00,3259.00,1753.00,3109.00,5872.00,6323.00,2810.00,12268.00,7281.00,6716.00,21471.00,13219.00
Jordan,Measles,,457.00,,0.00,48.00,0.00,0.00,0.00,0.00,20.00,120.00,3.00,0.00,0.00,0.00,2.00,41.00,1.00,28.00,21.00,76.00,19.00,61.00,32.00,115.00,428.00,7026.00,448.00,318.00,516.00,2985.00,1071.00,143.00,290.00,1397.00,4810.00,1645.00,297.00,559.00,2592.00,183.00,1594.00,1174.00,552.00
Kazakhstan,Measles,15111.00,4.00,2.00,3270.00,13326.00,576.00,2.00,122.00,526.00,321.00,73.00,55.00,127.00,4.00,0.00,20.00,13.00,109.00,16118.00,2204.00,24.00,18.00,94.00,245.00,1391.00,1935.00,120.00,123.00,284.00,1788.00,3297.00,647.00,1425.00,273.00,,,,,,,,,,
Kenya,Measles,896.00,1774.00,266.00,597.00,439.00,822.00,63.00,128.00,95.00,354.00,190.00,,2395.00,95.00,1218.00,1282.00,1516.00,1847.00,153.00,20.00,65.00,766.00,11304.00,21002.00,8601.00,9262.00,3339.00,3572.00,3322.00,4180.00,961.00,65004.00,59937.00,77072.00,86727.00,70200.00,49858.00,26199.00,111492.00,200143.00,285681.00,270767.00,257839.00,28473.00
Kiribati,Measles,,,1.00,0.00,3.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,2.00,355.00,25.00,13.00,4.00,292.00,114.00,4357.00,8.00,30.00,1612.00,264.00,22.00,2.00,2015.00,1417.00,0.00,11.00,70.00,170.00
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),Measles,1.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,Measles,6.00,7.00,3.00,,12.00,42.00,18.00,8.00,18.00,55.00,62.00,27.00,32.00,13.00,,,,,10.00,23.00,,,,6.00,13.00,90.00,26.00,15.00,12.00,432.00,260.00,383.00,165.00,71.00,71.00,70.00,428.00,237.00,2061.00,608.00,1590.00,586.00,2595.00,1382.00
Kyrgyzstan,Measles,7046.00,,3.00,,2380.00,1007.00,5.00,0.00,17779.00,318.00,1.00,0.00,222.00,0.00,1.00,16.00,40.00,27.00,53.00,8.00,6.00,2.00,17.00,16.00,478.00,2397.00,998.00,74.00,17.00,168.00,3825.00,815.00,824.00,584.00,,,,,,,,,,
Lao People's Democratic Republic,Measles,2.00,0.00,2.00,138.00,1119.00,10.00,3.00,8.00,56.00,339.00,71.00,32.00,113.00,153.00,78.00,174.00,1678.00,58.00,295.00,1491.00,1810.00,2070.00,94.00,332.00,2302.00,4613.00,671.00,917.00,3174.00,984.00,1083.00,520.00,1400.00,2168.00,2793.00,2243.00,2580.00,1367.00,1492.00,924.00,1076.00,383.00,,1380.00
Latvia,Measles,1.00,0.00,0.00,0.00,3.00,25.00,0.00,0.00,0.00,36.00,0.00,3.00,1.00,0.00,0.00,3.00,0.00,7.00,2.00,0.00,,,1.00,0.00,0.00,3.00,4.00,3.00,2.00,10.00,54.00,248.00,6.00,21.00,,,,,,,,,,
Lebanon,Measles,346.00,,,15.00,1047.00,944.00,126.00,44.00,39.00,112.00,1761.00,9.00,9.00,12.00,22.00,24.00,373.00,956.00,618.00,213.00,526.00,36.00,8.00,5.00,8.00,966.00,134.00,2.00,3.00,51.00,396.00,13.00,,,,,,,,,266.00,,3.00,
Lesotho,Measles,17.00,3.00,368.00,39.00,464.00,7.00,0.00,0.00,0.00,0.00,516.00,179.00,172.00,2488.00,0.00,0.00,2.00,1.00,,31.00,1.00,0.00,217.00,660.00,944.00,,0.00,,304.00,573.00,235.00,1816.00,2351.00,2195.00,1378.00,1797.00,2448.00,4376.00,7362.00,5821.00,5239.00,6941.00,7624.00,7935.00
Liberia,Measles,4604.00,8300.00,250.00,884.00,1203.00,3781.00,960.00,789.00,1060.00,34.00,0.00,43.00,279.00,2200.00,6.00,1.00,1.00,20.00,8.00,4.00,142.00,131.00,1379.00,5977.00,1679.00,1436.00,2961.00,1938.00,56.00,571.00,6398.00,5776.00,,,1866.00,2556.00,2178.00,836.00,2686.00,6151.00,4835.00,6873.00,7810.00,6567.00
Libya,Measles,257.00,32.00,,,188.00,1082.00,8.00,32.00,82.00,372.00,,320.00,,,329.00,8.00,59.00,1.00,292.00,2771.00,,3890.00,633.00,,,50.00,26.00,,,1127.00,733.00,3691.00,1695.00,931.00,207.00,316.00,401.00,851.00,4193.00,2526.00,996.00,928.00,1570.00,1547.00
Lithuania,Measles,3.00,0.00,0.00,2.00,834.00,30.00,2.00,22.00,50.00,11.00,35.00,0.00,7.00,2.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,103.00,7.00,19.00,23.00,18.00,30.00,35.00,188.00,286.00,249.00,200.00,143.00,,,,,,,,,,,
Luxembourg,Measles,0.00,0.00,0.00,0.00,24.00,4.00,4.00,0.00,0.00,,0.00,2.00,6.00,0.00,0.00,1.00,0.00,8.00,,0.00,1.00,,,0.00,,,1.00,25.00,1.00,1.00,4.00,48.00,1.00,16.00,12.00,18.00,153.00,27.00,62.00,35.00,21.00,243.00,214.00,63.00
Madagascar,Measles,355.00,80.00,44.00,777.00,213231.00,21420.00,11.00,5.00,3.00,3.00,6.00,2.00,0.00,1.00,0.00,3.00,0.00,2.00,,35558.00,62233.00,10795.00,9357.00,35256.00,35196.00,15510.00,13865.00,5961.00,11731.00,14164.00,6060.00,1846.00,5824.00,14459.00,29654.00,17069.00,10841.00,21546.00,69884.00,66894.00,101925.00,84494.00,140653.00,119679.00
Malawi,Measles,173.00,29.00,5.00,76.00,17.00,1.00,4.00,0.00,0.00,3.00,1.00,11.00,26.00,118712.00,21.00,20.00,143.00,1.00,184.00,1116.00,167.00,92.00,150.00,304.00,152.00,3591.00,10845.00,9120.00,4218.00,2164.00,3614.00,32177.00,5730.00,,93100.00,81100.00,114061.00,105682.00,126581.00,80766.00,150248.00,104921.00,84610.00,162686.00
Malaysia,Measles,2002.00,209.00,128.00,478.00,1077.00,1981.00,1709.00,1569.00,1318.00,221.00,195.00,1868.00,1569.00,73.00,153.00,334.00,394.00,564.00,1407.00,5729.00,632.00,408.00,2198.00,6187.00,2576.00,483.00,627.00,460.00,654.00,346.00,542.00,363.00,275.00,563.00,1027.00,2304.00,5429.00,4699.00,5163.00,8147.00,9313.00,9268.00,5690.00,8727.00
Maldives,Measles,5.00,0.00,0.00,15.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,20.00,47.00,1395.00,37.00,75.00,926.00,0.00,20.00,,0.00,,0.00,3070.00,706.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2029.00,0.00,0.00,0.00,1479.00,
Mali,Measles,364.00,765.00,2074.00,498.00,454.00,499.00,26.00,107.00,215.00,290.00,221.00,341.00,24.00,1719.00,2939.00,98.00,2.00,128.00,33.00,172.00,232.00,717.00,4464.00,1578.00,2506.00,10240.00,3531.00,10995.00,3306.00,3420.00,10595.00,7830.00,13473.00,1388.00,3605.00,4478.00,4352.00,4669.00,29732.00,4494.00,8759.00,16432.00,8413.00,10007.00
Malta,Measles,0.00,0.00,1.00,2.00,30.00,6.00,0.00,0.00,2.00,0.00,,,3.00,0.00,1.00,1.00,2.00,1.00,6.00,4.00,4.00,7.00,2.00,2.00,1.00,3.00,5.00,16.00,27.00,8.00,3.00,43.00,8.00,6.00,17.00,17.00,46.00,1844.00,175.00,58.00,620.00,1530.00,121.00,14.00
Marshall Islands,Measles,0.00,,0.00,,,,,,,,,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1127.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,9.00,10.00,19.00,14.00,13.00,,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00
Mauritania,Measles,339.00,96.00,249.00,0.00,196.00,77.00,63.00,13.00,1.00,14.00,62.00,35.00,234.00,1292.00,322.00,4.00,11.00,22.00,127.00,5039.00,3611.00,883.00,1398.00,,5263.00,1303.00,499.00,,195.00,2668.00,5754.00,4990.00,4601.00,1379.00,5032.00,434.00,2323.00,5318.00,15123.00,11203.00,15710.00,6743.00,8658.00,11441.00
Mauritius,Measles,0.00,0.00,0.00,,98.00,,0.00,0.00,,0.00,0.00,0.00,2.00,12.00,15.00,12.00,13.00,3.00,7.00,28.00,777.00,,0.00,0.00,0.00,,0.00,0.00,6.00,10.00,88.00,7.00,0.00,1.00,0.00,2.00,0.00,5.00,2.00,6.00,0.00,4.00,0.00,35.00
Mexico,Measles,0.00,0.00,0.00,196.00,0.00,5.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,23.00,6.00,64.00,44.00,0.00,3.00,30.00,0.00,0.00,0.00,2.00,244.00,128.00,172.00,533.00,5077.00,68782.00,20381.00,3915.00,2776.00,9824.00,23826.00,5158.00,3368.00,6364.00,11136.00,29730.00
Micronesia (Federated States of),Measles,1.00,1.00,,,0.00,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,930.00,0.00,41.00,0.00,1.00,0.00,0.00,1.00,,,,,,,
Monaco,Measles,0.00,,0.00,,1.00,0.00,1.00,,,,,5.00,,,,,,,,,0.00,,,,,0.00,,,,,,160.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,
Mongolia,Measles,0.00,46.00,,0.00,2.00,1.00,9.00,30273.00,20359.00,0.00,0.00,0.00,0.00,7.00,8.00,31.00,12.00,26.00,0.00,0.00,18.00,1205.00,10677.00,925.00,10.00,8.00,4.00,128.00,555.00,177.00,71.00,1069.00,656.00,296.00,2176.00,3044.00,378.00,133.00,525.00,29738.00,1935.00,209.00,695.00,5338.00
Montenegro,Measles,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,,,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Montserrat,Measles,0.00,0.00,0.00,,0.00,0.00,0.00,,,,,,,,,,,,,,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00
Morocco,Measles,,,,,,483.00,,,17.00,10.00,92.00,668.00,982.00,633.00,834.00,1455.00,2248.00,1217.00,,6399.00,10841.00,6000.00,2724.00,7368.00,10853.00,7863.00,2512.00,1324.00,2380.00,3512.00,8431.00,6008.00,2125.00,1577.00,1689.00,2306.00,26621.00,15333.00,4216.00,11484.00,80806.00,53160.00,109486.00,86919.00
Mozambique,Measles,656.00,1047.00,619.00,426.00,63.00,16.00,122.00,,79.00,9.00,8.00,145.00,177.00,2321.00,60.00,4.00,267.00,183.00,12598.00,9396.00,28898.00,7155.00,7085.00,7375.00,3936.00,15693.00,15324.00,9251.00,4166.00,9618.00,5799.00,3092.00,5059.00,18082.00,22832.00,12142.00,12749.00,16109.00,16507.00,12508.00,11734.00,11909.00,16358.00,30070.00
Myanmar,Measles,15.00,10.00,8.00,444.00,5252.00,1389.00,1293.00,266.00,6.00,122.00,1010.00,2175.00,2046.00,190.00,329.00,333.00,1088.00,760.00,314.00,1329.00,830.00,736.00,2519.00,845.00,791.00,1465.00,1035.00,1684.00,1170.00,1855.00,2682.00,1794.00,4437.00,7900.00,3883.00,4323.00,5540.00,3830.00,16386.00,16580.00,18919.00,25102.00,26821.00,21457.00
Namibia,Measles,42.00,31.00,4.00,5.00,12.00,9.00,16.00,40.00,212.00,477.00,1028.00,86.00,79.00,3138.00,4076.00,0.00,21.00,3.00,4.00,4.00,262.00,1278.00,416.00,469.00,296.00,495.00,5359.00,4901.00,1723.00,133.00,1328.00,6874.00,,,,4482.00,16874.00,,,,,,,
Nauru,Measles,,,,,0.00,,,0.00,,,,11.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,1.00,,58.00,,0.00,,,,,300.00,0.00,,0.00,1.00,,,,1.00,0.00,10.00
Nepal,Measles,963.00,130.00,143.00,388.00,430.00,260.00,99.00,1269.00,1599.00,1279.00,1861.00,3362.00,2359.00,190.00,189.00,2089.00,1415.00,2838.00,5023.00,12074.00,13344.00,6749.00,10849.00,9397.00,,5771.00,12677.00,7213.00,4810.00,1401.00,59.00,136.00,93.00,182.00,171.00,193.00,190.00,68.00,952.00,2042.00,1117.00,1268.00,254.00,561.00
Netherlands (Kingdom of the),Measles,7.00,6.00,0.00,2.00,84.00,24.00,16.00,6.00,7.00,140.00,2632.00,10.00,51.00,15.00,15.00,109.00,10.00,1.00,4.00,11.00,4.00,3.00,,1019.00,2368.00,9.00,21.00,57.00,184.00,302.00,468.00,472.00,59.00,16.00,124.00,1519.00,227.00,90.00,24.00,82.00,480.00,95.00,77.00,178.00
New Caledonia,Measles,0.00,0.00,,,,0.00,1.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,0.00,0.00,,,0.00,,2.00,6.00,6.00,3.00,5.00,18.00,8.00,9.00,1221.00,950.00,77.00,79.00,18.00,1448.00,77.00,800.00
New Zealand,Measles,,0.00,0.00,7.00,2189.00,30.00,15.00,103.00,10.00,280.00,8.00,68.00,597.00,43.00,198.00,,25.00,20.00,20.00,33.00,66.00,21.00,65.00,65.00,106.00,164.00,2041.00,,,33.00,69.00,,9239.00,,0.00,,,,,,,,,
Nicaragua,Measles,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,339.00,2332.00,0.00,0.00,0.00,314.00,792.00,2550.00,956.00,153.00,112.00,226.00,224.00,3784.00
Niger,Measles,1708.00,12898.00,9271.00,2754.00,10321.00,5034.00,1171.00,776.00,7693.00,1142.00,1224.00,272.00,771.00,372.00,801.00,1317.00,282.00,59.00,2183.00,63057.00,54190.00,31584.00,61208.00,21319.00,36156.00,11404.00,32649.00,68921.00,67986.00,48685.00,36557.00,31341.00,90071.00,20463.00,22932.00,16864.00,14290.00,17626.00,64689.00,42199.00,30288.00,39815.00,36139.00,36811.00
Nigeria,Measles,20143.00,23983.00,10649.00,8877.00,28094.00,7063.00,11190.00,17136.00,12423.00,6855.00,52852.00,6447.00,18843.00,8491.00,1272.00,9960.00,2613.00,704.00,110927.00,31521.00,141258.00,42007.00,168107.00,212183.00,217151.00,143098.00,21385.00,88675.00,12393.00,106081.00,54734.00,85965.00,44026.00,115682.00,33678.00,75908.00,77566.00,115743.00,161768.00,182591.00,136778.00,139785.00,129671.00,162106.00
Niue,Measles,,0.00,,,0.00,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,121.00,,1.00,1.00,0.00,7.00,21.00,0.00,0.00,0.00,2.00,22.00
North Macedonia,Measles,1.00,0.00,1.00,0.00,1337.00,64.00,19.00,0.00,1.00,116.00,4.00,7.00,701.00,217.00,5.00,27.00,1.00,3.00,5.00,9.00,18.00,19.00,27.00,36.00,53.00,,364.00,1056.00,217.00,229.00,2495.00,180.00,181.00,,,,,,,,,,,
Northern Mariana Islands,Measles,0.00,,,,0.00,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,,,0.00,0.00,,1.00,,0.00,29.00,116.00,7.00,,35.00,1.00,0.00,0.00,,,,,,,
Norway,Measles,2.00,1.00,0.00,4.00,18.00,12.00,1.00,0.00,14.00,3.00,8.00,4.00,39.00,3.00,2.00,4.00,,0.00,0.00,7.00,8.00,5.00,4.00,0.00,,,11.00,23.00,18.00,6.00,7.00,73.00,17.00,95.00,13.00,133.00,563.00,1219.00,1312.00,1775.00,6181.00,10974.00,4586.00,1322.00
"occupied Palestinian territory, including east Jerusalem",Measles,3.00,,11.00,1001.00,228.00,0.00,63.00,,,,,,,1.00,,,,,,,,,,5.00,138.00,40.00,28.00,33.00,,,,,,,,,,,,,,,,
Oman,Measles,25.00,5.00,0.00,7.00,0.00,0.00,9.00,111.00,0.00,,0.00,13.00,5.00,3.00,19.00,18.00,24.00,13.00,25.00,18.00,1.00,5.00,15.00,15.00,9.00,5.00,12.00,46.00,68.00,181.00,3108.00,1834.00,220.00,1262.00,4255.00,6052.00,3804.00,2001.00,4161.00,9652.00,9151.00,16645.00,40679.00,10630.00
Pakistan,Measles,17722.00,8378.00,10399.00,2747.00,2066.00,33007.00,9175.00,2703.00,386.00,1370.00,8749.00,8046.00,4386.00,4321.00,863.00,1129.00,2801.00,7641.00,2981.00,4248.00,4740.00,3903.00,3849.00,2064.00,2940.00,2333.00,1848.00,1090.00,1720.00,1421.00,1967.00,2967.00,617.00,21785.00,2349.00,55543.00,45996.00,42304.00,26686.00,17322.00,21004.00,19890.00,29010.00,28573.00
Palau,Measles,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,1.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Panama,Measles,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,3.00,90.00,845.00,2430.00,1891.00,301.00,378.00,1885.00,4199.00,4295.00,358.00,595.00,4014.00,4332.00,2096.00
Papua New Guinea,Measles,12.00,2.00,0.00,4.00,1.00,19.00,7.00,0.00,38.00,2299.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1222.00,1385.00,3863.00,17620.00,4023.00,7135.00,6304.00,1148.00,678.00,2313.00,3730.00,6821.00,8212.00,6634.00,2740.00,4575.00,9799.00,6543.00,10206.00,19024.00,5680.00,9874.00,10023.00,12771.00,16519.00,12125.00
Paraguay,Measles,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,143.00,13.00,73.00,122.00,2066.00,864.00,526.00,1396.00,386.00,755.00,1742.00,610.00,666.00,979.00,1259.00,531.00,428.00,745.00
Peru,Measles,0.00,0.00,0.00,0.00,2.00,42.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.00,10.00,95.00,105.00,353.00,670.00,1730.00,22605.00,1014.00,737.00,1145.00,5785.00,6240.00,6099.00,9393.00,13039.00,7619.00,12708.00,10071.00,19246.00
Philippines,Measles,2892.00,589.00,206.00,3832.00,48525.00,20827.00,2428.00,716.00,619.00,58848.00,2920.00,1536.00,6538.00,6368.00,1469.00,341.00,530.00,9.00,118.00,3025.00,10511.00,7003.00,7360.00,7120.00,2981.00,1984.00,9218.00,,3913.00,3006.00,7541.00,39304.00,29037.00,42938.00,68986.00,70801.00,81896.00,59375.00,62959.00,75290.00,43684.00,35989.00,27031.00,26765.00
Poland,Measles,35.00,27.00,13.00,29.00,1367.00,359.00,63.00,123.00,,,84.00,71.00,,13.00,115.00,,40.00,120.00,13.00,11.00,48.00,34.00,133.00,77.00,99.00,2255.00,338.00,639.00,752.00,864.00,1410.00,3695.00,2419.00,56471.00,7225.00,1005.00,1286.00,6806.00,35680.00,54403.00,11271.00,7620.00,35283.00,24882.00
